teamMarket,Pos,HEIGHT,CLASS YR,jerseyNum,fullName,GS,GP,MP,ORB,TOV,STL,DRB,3PAr,3P%,extra_poss,extra_poss_per_40,3PAr %ile,3P% %ile,extra_poss_perc,extra_poss_per_40_perc,status,OBPR,OBPR_perct,DBPR,DBPR_perct,BPR,BPR_perct,Position,Role
Marquette,G,75,Senior,40,Casey O'Malley,0,4,2.36,0,0,0,0,0,,0,0,0,0,0.022,0.022,,,,,,,,#N/A,#N/A
St. John's (NY),G,74,Freshman,7,Fotis Konstantinidis,0,7,8.46,0,0,0,1,1,1,1,4.728132388,0.965,0.989,0.074,0.471,,,,,,,,#N/A,#N/A
UConn,G,75,Junior,77,Uroš Paunović,0,10,11.79,0,0,0,1,0.5,0,1,3.392705683,0.634,0,0.074,0.294,,,,,,,,#N/A,#N/A
Providence,G,6'4,Senior,8,Jack Williams,0,6,11.29,0,0,0,0,1,0.33333,0,0,0.965,0.567,0.022,0.022,potential,,,,,,,#N/A,#N/A
St. John's (NY),G,75,Freshman,6,Casper Pohto,0,6,27.22,3,2,0,1,0.4,0,2,2.93901543,0.505,0,0.113,0.238,,,,,,,,#N/A,#N/A
UConn,G,78,Freshman,7,Jacob Furphy,0,10,30.89,0,2,1,0,0.28571,0,-1,-1.294917449,0.358,0,0.009,0.017,,,,,,,,#N/A,#N/A
Tarleton St.,F,6'8,Freshman,22,Jaden Jinks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,potential,,,,,,,#N/A,#N/A
Tarleton St.,G,6'5,Senior,2,Freddy Hicks,12,21,592.06,27,41,30,68,0.16541,0.31818,84,5.675100497,0.243,0.512,0.712,0.587,potential,0.39153411,0.491,0.25064011,0.547,0.64217422,0.52,3.521261516,2.832156727
Utah Valley,G,76,Senior,7,Noah Taitz,13,24,490.24,6,20,13,38,0.66667,0.34722,37,3.018929504,0.828,0.66,0.425,0.248,,-0.18594344,0.37,0.037578479,0.487,-0.148364961,0.409,2.413852003,4.472554326
California Baptist,G,75,Senior,33,Martel Williams,30,30,978.53,45,51,22,98,0.30029,0.33981,114,4.660051301,0.377,0.626,0.833,0.462,,0.69709401,0.546,0.60106743,0.645,1.29816144,0.616,2.632341486,3.030879284
California Baptist,G,79,Senior,10,Monty Bowser,1,13,110.04,2,3,4,16,0.70833,0.29412,19,6.906579426,0.868,0.414,0.298,0.723,,,,,,,,#N/A,#N/A
California Baptist,G,76,Senior,3,Jayden Jackson,23,25,723.72,18,37,15,59,0.64789,0.34783,55,3.039849666,0.814,0.66,0.548,0.251,,0.3107621,0.472,0.35619412,0.577,0.66695622,0.523,2.292644415,3.253035354
Utah Tech,G,79,Senior,4,Jusaun Holt,24,28,911.4,31,89,23,86,0.44528,0.41525,51,2.238314681,0.568,0.892,0.525,0.167,,0.058424145,0.417,-0.043640962,0.465,0.014783183,0.429,2.756655181,2.447765185
Abilene Christian,G,75,Senior,23,Joseph Venzant,20,28,728.63,32,31,50,59,0.32895,0.4,110,6.03873022,0.41,0.849,0.818,0.633,,-1.6363325,0.123,0.886733,0.716,-0.7495995,0.313,3.12710027,4.275686493
Tarleton St.,G,6'5,Senior,55,Cam McDowell,7,17,429.21,13,34,29,39,0.28652,0.31373,47,4.380140258,0.361,0.496,0.497,0.422,potential,0.52185891,0.515,0.16712867,0.525,0.68898758,0.526,2.636902841,1.734862692
Southern Utah,G,75,Senior,2,Logan Stephens,0,16,130.1,5,18,9,15,0.375,0.2,11,3.382013836,0.473,0.191,0.234,0.292,,,,,,,,#N/A,#N/A
Utah Tech,G,76,Sophomore,2,Chance Trujillo,21,29,986.48,21,45,25,77,0.63823,0.34759,78,3.162760522,0.804,0.66,0.681,0.266,,1.3950228,0.673,-0.78389323,0.248,0.61112957,0.517,2.274942795,2.89602121
Utah Valley,G,76,Sophomore,9,Braden Housley,15,23,611.82,11,41,28,55,0.42857,0.28205,53,3.465071426,0.545,0.376,0.539,0.303,,-0.74496094,0.265,-0.029010018,0.469,-0.773970958,0.31,2.069832884,4.10284583
Southern Utah,G,78,Junior,3,Tanner Hayhurst,23,27,836.86,22,24,18,64,0.49223,0.45263,80,3.823817604,0.627,0.94,0.693,0.354,,2.4904535,0.837,-1.1446947,0.165,1.3457588,0.624,2.311198961,2.977192906
Tarleton St.,G,6'3,Junior,7,Dior Johnson,1,18,461.62,14,38,21,42,0.18254,0.54348,39,3.379402972,0.256,0.977,0.44,0.292,potential,5.8552957,0.991,-0.94130208,0.204,4.91399362,0.924,2.570621793,1
Abilene Christian,G,76,Senior,4,Rich Smith,25,28,842,45,75,54,65,0.05914,0.27273,89,4.228028504,0.17,0.349,0.732,0.404,,0.61565218,0.533,1.619204,0.864,2.23485618,0.718,1.679805548,1
UT Arlington,G,76,Senior,42,Marcell McCreary,27,28,856.77,43,51,45,101,0.52399,0.32394,138,6.442802619,0.681,0.536,0.901,0.676,,1.6803247,0.726,1.2129294,0.787,2.8932541,0.788,2.603481461,2.302929957
Utah Valley,G,78,Junior,15,Tyler Hendricks,25,25,764.9,24,34,31,79,0.5514,0.42373,100,5.229441757,0.714,0.908,0.782,0.531,,1.7395336,0.735,0.95535564,0.732,2.69488924,0.768,2.943511322,3.376209677
California Baptist,G,74,Senior,5,Miles Daniels,0,19,214.98,4,14,5,26,0.41304,0.36842,21,3.907340218,0.527,0.747,0.315,0.365,,,,,,,,#N/A,#N/A
Utah Valley,G,76,Junior,10,Trevan Leonhardt,28,28,976.21,18,81,61,130,0.37549,0.35789,128,5.244773153,0.476,0.706,0.875,0.533,,3.2289727,0.908,1.9845342,0.907,5.2135069,0.938,1.989582102,1.825649574
California Baptist,G,70,Senior,1,Dominique Daniels Jr.,30,30,1079.11,23,72,28,91,0.3138,0.31325,70,2.594730843,0.393,0.495,0.638,0.198,,3.5027437,0.924,-0.3530486,0.366,3.1496951,0.814,1.495755624,1
Utah Valley,G,79,Sophomore,2,Jackson Holcombe,28,28,852.59,60,72,66,131,0.09032,0.14286,185,8.679435602,0.19,0.151,0.969,0.861,,3.0531106,0.891,3.2593363,0.981,6.3124469,0.963,3.353541686,2.104864637
UT Arlington,G,75,Junior,4,Marcus Rigsby Jr.,16,28,503,14,30,12,46,0.57522,0.30769,42,3.339960239,0.741,0.468,0.464,0.285,,-2.4905123,0.044,-0.20938012,0.41,-2.69989242,0.096,2.999998941,3.959728723
Utah Valley,G,75,Junior,4,Sherman Weatherspoon IV,2,26,386.24,14,16,16,30,0.76531,0.33333,44,4.556752278,0.904,0.567,0.477,0.447,,-0.14829616,0.378,-1.450697,0.101,-1.59899316,0.2,2.781890994,4.429340726
Abilene Christian,G,76,Junior,2,Yaniel Rivera,17,25,612.98,7,38,28,30,0.68354,0.35185,27,1.761884564,0.85,0.677,0.358,0.127,,-0.82443248,0.249,-0.7755753,0.249,-1.60000778,0.199,1.516255392,2.827189799
Southern Utah,G,74,Junior,5,Zach Bell,2,8,176.56,4,26,6,10,0.2931,0.23529,-6,-1.359311282,0.37,0.257,0,0.017,,,,,,,,#N/A,#N/A
Tarleton St.,G,6'0,Junior,13,Kade Douglas,6,27,422.78,4,27,11,31,0.53077,0.34783,19,1.797625242,0.688,0.66,0.298,0.13,potential,-0.236753,0.361,-1.1256132,0.168,-1.3623662,0.232,2.561784955,2.987704414
Abilene Christian,G,75,Sophomore,5,Cbo Newton,21,26,681.17,16,36,31,38,0.41176,0.31868,49,2.877402117,0.524,0.516,0.511,0.232,,0.62371549,0.533,-0.38533809,0.357,0.2383774,0.46,2.443651971,2.832128257
Abilene Christian,G,77,Senior,0,Zy Wright,4,28,460.44,18,27,14,35,0.44715,0.29091,40,3.474937017,0.571,0.408,0.448,0.306,,-1.7029238,0.117,-0.46615941,0.338,-2.16908321,0.141,3.278322917,3.678947123
California Baptist,G,70,Sophomore,2,Jalen Dollar,0,10,35.85,0,0,1,2,0.83333,0.8,3,3.347280335,0.939,0.988,0.139,0.287,,,,,,,,#N/A,#N/A
California Baptist,G,77,Senior,12,Devon Malcolm,15,30,415.49,45,25,33,58,0.22059,0.3,111,10.68617777,0.292,0.433,0.823,0.941,,-0.40272977,0.329,1.7041247,0.875,1.30139493,0.617,3.235362044,2.810430442
UT Arlington,G,72,Freshman,1,Casmir Chavis,28,28,744.66,12,62,26,56,0.18367,0.31111,32,1.718905272,0.257,0.485,0.394,0.124,,-0.24683374,0.357,0.90659341,0.72,0.65975967,0.522,1.236065599,1.391611465
Abilene Christian,G,77,Sophomore,7,Christian Alston,0,26,291.52,16,23,12,34,0.33913,0.25641,39,5.351262349,0.428,0.315,0.44,0.544,,-3.0521836,0.018,-0.55434003,0.312,-3.60652363,0.043,4.084704043,4.001636444
Southern Utah,G,72,Senior,4,Lorenzo Abellar,2,27,308.21,4,21,9,15,0.26471,0.33333,7,0.908471497,0.336,0.567,0.198,0.089,,-2.431031,0.047,-1.4351737,0.103,-3.8662047,0.03,1.23925098,3.330497692
Tarleton St.,G,6'1,Sophomore,0,Jordan Mizell,26,27,764.32,38,44,44,52,0.04724,0,90,4.710069081,0.159,0,0.737,0.468,potential,-1.2726441,0.172,1.1110594,0.768,-0.1615847,0.406,2.349535538,3.543110377
UT Arlington,G,78,Sophomore,3,Tyran Mason,1,28,454.8,27,22,16,62,0.2971,0.31707,83,7.299912049,0.373,0.508,0.705,0.763,,-0.51843174,0.311,-0.19939816,0.413,-0.7178299,0.318,3.494616407,3.502947862
Utah Tech,G,77,Senior,13,Britton Berrett,14,29,649.7,3,19,17,48,0.78899,0.4186,49,3.016776974,0.918,0.901,0.511,0.248,,1.177533,0.638,-1.0492865,0.183,0.1282465,0.446,2.318816319,3.719867851
Utah Tech,G,76,Sophomore,33,Madiba Owona,7,12,320.52,11,20,16,32,0.37719,0.37209,39,4.867090977,0.478,0.762,0.44,0.486,,-0.69863077,0.277,-0.50074542,0.327,-1.19937619,0.249,2.474164106,3.502639919
Utah Tech,G,80,Sophomore,66,Noah Bolanga,26,29,978.77,25,60,37,145,0.5,0.32258,147,6.007540076,0.634,0.531,0.917,0.629,,-0.32325319,0.344,-0.39989629,0.353,-0.72314948,0.317,3.171171194,3.481826181
Southern Utah,G,77,Senior,20,Dylan Jones,14,26,670.58,17,25,12,32,0.72671,0.35043,36,2.147394793,0.879,0.67,0.418,0.158,,0.232345,0.456,-3.1996925,0.001,-2.9673475,0.078,2.220054494,4.131717177
Utah Tech,G,77,Freshman,11,Tanner Davis,22,28,758.52,30,27,45,58,0.20253,0.15625,106,5.589832832,0.277,0.162,0.805,0.578,,-0.69704976,0.277,-0.24635799,0.397,-0.94340775,0.287,2.216753956,3.691003057
California Baptist,G,72,Freshman,11,Jordan Muller,9,31,671.8,6,48,16,27,0.64029,0.34831,1,0.05954153,0.807,0.663,0.074,0.074,,-1.1249167,0.193,-0.4504954,0.341,-1.5754121,0.202,1.124216086,2.910397305
Abilene Christian,G,74,Freshman,24,Isaac Dye,0,21,130,6,6,3,9,0.93939,0.29032,12,3.692307692,0.962,0.406,0.244,0.333,,,,,,,,#N/A,#N/A
Abilene Christian,G,72,Freshman,3,Tylan Lewis,0,22,75.72,0,3,1,4,0.11111,0,2,1.056524036,0.205,0,0.113,0.094,,,,,,,,#N/A,#N/A
Southern Utah,G,75,Freshman,1,Elijah Duval,28,28,753.02,27,104,33,87,0.24642,0.32558,43,2.28413588,0.314,0.542,0.47,0.17,,-0.12174528,0.384,-0.36386372,0.362,-0.485609,0.351,1.793300057,1
Southern Utah,G,79,Freshman,7,Zeplin Kidd,0,10,22.83,1,1,0,5,0,,5,8.760402979,0,0,0.175,0.866,,,,,,,,#N/A,#N/A
Tarleton St.,G,6'4,Junior,6,Kaia Isaac,26,27,645.65,8,42,26,39,0.51695,0.34426,31,1.920545187,0.674,0.647,0.387,0.139,potential,-0.93300218,0.227,-0.20948648,0.409,-1.14248866,0.258,1.998567796,3.493629633
Tarleton St.,G,6'2,Freshman,4,Leroy Kelly IV,16,17,372.93,9,13,32,39,0.48101,0.26316,67,7.186335237,0.613,0.328,0.622,0.754,potential,-0.71760047,0.272,1.0945202,0.765,0.37691973,0.483,2.408149033,3.542073523
Tarleton St.,G,6'2,Freshman,10,Damion Porter Jr.,0,11,76.48,4,3,0,8,0.3125,0.2,9,4.707112971,0.39,0.191,0.218,0.467,potential,-2.78,0.03,-0.22,0.406,-2.99,0.076,4.3,4.8
Tarleton St.,G,6'3,Freshman,30,Cam Thomas,0,11,59.61,2,3,4,6,0.22727,0,9,6.039255159,0.298,0,0.218,0.633,potential,-1.66,0.121,-1.39,0.112,-3.06,0.072,2.8,4.8
Tarleton St.,G,5'9,Sophomore,3,DJ Dormu,2,19,373.3,4,30,18,20,0.30172,0.17143,12,1.285829092,0.378,0.175,0.244,0.101,potential,-2.4147759,0.05,-0.9109722,0.211,-3.3257481,0.056,1.202140763,2.669459049
UT Arlington,G,73,Freshman,0,Jordan Lowery,3,28,407.26,5,26,10,29,0.50459,0.29091,18,1.76791239,0.659,0.408,0.291,0.128,,-0.63439996,0.287,0.17830303,0.528,-0.45609693,0.357,1.749752831,2.941943652
UT Arlington,G,76,Sophomore,8,Bahsil Laster,8,28,523.59,19,45,16,51,0.31897,0.18919,41,3.132221777,0.398,0.187,0.457,0.263,,-0.91829622,0.231,1.330932,0.817,0.41263578,0.491,2.628925137,3.057803311
UT Arlington,G,73,Freshman,11,Jayden Smoot,1,21,224.69,8,12,6,29,0.62791,0.22222,31,5.518714674,0.798,0.232,0.387,0.568,,,,,,,,#N/A,#N/A
Tarleton St.,G,5'8,Sophomore,14,Roy Marom,0,2,1.22,0,0,0,0,,,0,0,0,0,0.022,0.022,potential,,,,,,,#N/A,#N/A
Utah Tech,G,77,Sophomore,14,Preston Vandermyde,0,4,4.11,0,0,0,0,,,0,0,0,0,0.022,0.022,,,,,,,,#N/A,#N/A
UT Arlington,G,74,Junior,7,Alex Bossinakis,0,2,2.1,0,0,0,0,0,,0,0,0,0,0.022,0.022,,,,,,,,#N/A,#N/A
Tarleton St.,G,6'3,Junior,8,Joseph Martinez,0,4,4.78,0,1,1,0,0,,0,0,0,0,0.022,0.022,potential,,,,,,,#N/A,#N/A
Tarleton St.,G,6'2,Freshman,5,Malek Archie,0,1,4.52,0,0,1,0,0,,1,8.849557522,0,0,0.074,0.869,potential,,,,,,,#N/A,#N/A
Utah Tech,G,76,Junior,3,Boston Harker,0,5,17.21,0,0,0,3,0.33333,0,3,6.972690296,0.412,0,0.139,0.731,,,,,,,,#N/A,#N/A
Southern Utah,G,73,Sophomore,13,Brayden Johnson,0,10,31.76,1,2,0,1,0,,0,0,0,0,0.022,0.022,,,,,,,,#N/A,#N/A
Utah Valley,G,75,Sophomore,5,AJ Riggs,0,8,19.25,0,0,0,1,0.8,0.5,1,2.077922078,0.924,0.953,0.074,0.151,,,,,,,,#N/A,#N/A
Abilene Christian,G,70,Freshman,20,Isaiah Carrillo,0,8,17.75,0,0,2,1,0.6,0.33333,3,6.76056338,0.768,0.567,0.139,0.708,,,,,,,,#N/A,#N/A
Southern Utah,G,74,Senior,10,Langston Binns,0,4,10.93,0,1,0,0,0.57143,0.25,-1,-3.659652333,0.733,0.279,0.009,0.011,,,,,,,,#N/A,#N/A
Winthrop,G,73,Senior,1,Isaiah Wilson,28,31,621.98,7,41,26,38,0.4,0.17391,30,1.929322486,0.505,0.176,0.379,0.139,,-2.2037873,0.064,0.70684909,0.671,-1.49693821,0.215,1.14762162,3.259058214
High Point,G,75,Senior,99,Chase Johnston,10,29,361.53,6,6,20,17,0.9661,0.47368,37,4.093712832,0.964,0.95,0.425,0.388,,2.4344645,0.83,-0.72535636,0.264,1.70910814,0.665,2.159987671,3.081869954
Longwood,G,75,Senior,5,KJ McClurg,0,3,38.72,1,0,1,4,0.55556,0,6,6.198347107,0.717,0,0.186,0.65,,,,,,,,#N/A,#N/A
UNC Asheville,G,74,Senior,55,Justin Wright,29,29,997.07,12,73,34,76,0.31217,0.35593,49,1.965759676,0.389,0.696,0.511,0.143,,1.9198399,0.765,0.093873115,0.502,2.013713015,0.697,1.30900118,1.152473607
High Point,G,78,Senior,4,Babacar Diallo,0,14,96.06,2,4,11,6,0.14286,0,15,6.24609619,0.227,0,0.27,0.656,,,,,,,,#N/A,#N/A
USC Upstate,G,77,Junior,6,Kanye Jones,1,20,147.39,0,3,2,4,0.4,0.2,3,0.814166497,0.505,0.191,0.139,0.086,,,,,,,,#N/A,#N/A
Winthrop,G,76,Senior,7,Daylen Berry,19,25,630.5,18,35,23,76,0.5,0.31132,82,5.20222046,0.634,0.487,0.701,0.527,,0.1288337,0.433,-0.004498737,0.476,0.124334963,0.445,2.369382568,3.288500425
UNC Asheville,G,78,Senior,8,DJ Patrick,25,27,919.27,22,24,24,83,0.76329,0.40506,105,4.568842669,0.903,0.87,0.802,0.449,,0.47210769,0.506,-0.14435332,0.432,0.32775437,0.473,2.849526495,4.082468497
High Point,G,76,Senior,12,Scotty Washington,24,31,603.13,14,14,27,73,0.51397,0.3913,100,6.632069371,0.67,0.828,0.782,0.694,,2.5207002,0.84,0.21872043,0.538,2.73942063,0.774,3.131818396,3.400354315
High Point,G,75,Senior,2,Vincent Brady II,0,22,359.23,11,14,21,27,0.62366,0.24138,45,5.010717368,0.793,0.268,0.482,0.505,,0.63419829,0.537,0.37892102,0.585,1.01311931,0.578,2.214227421,4.185947848
Gardner-Webb,G,77,Junior,4,D.J. Jefferson,3,25,437.99,12,37,15,60,0.52071,0.34091,50,4.566314299,0.678,0.63,0.519,0.449,,-2.5806523,0.038,-0.91100877,0.211,-3.49166107,0.046,3.870965489,3.221351491
Winthrop,G,69,Senior,2,Kareem Rozier,31,31,937.11,8,30,41,67,0.63342,0.3617,86,3.670860411,0.801,0.722,0.719,0.331,,2.8228266,0.87,-0.34352259,0.371,2.47930401,0.746,1.212291913,2.366191305
UNC Asheville,G,77,Senior,2,Rasheed Baldwin,1,1,3.23,0,0,0,0,1,0,0,0,0.965,0,0.022,0.022,,,,,,,,#N/A,#N/A
Longwood,G,79,Junior,3,Alphonzo Billups III,15,29,670.45,13,33,44,63,0.59391,0.33333,87,5.190543665,0.763,0.567,0.723,0.525,,-0.11895304,0.385,0.19858788,0.533,0.07963484,0.44,2.402150041,3.432930864
Radford,G,75,Senior,4,Brennan Rigsby,3,29,565.59,13,16,22,53,0.63415,0.28205,72,5.092027794,0.801,0.376,0.649,0.515,,0.068263243,0.419,-0.4731852,0.338,-0.404921957,0.365,2.636765034,3.947850451
Charleston So.,G,76,Junior,1,A'lahn Sumler,17,27,827.11,25,67,21,100,0.37275,0.4069,79,3.820531731,0.47,0.874,0.687,0.353,,2.4637024,0.833,-0.36417056,0.362,2.09953184,0.707,2.114157561,1
Charleston So.,G,77,Junior,11,Brycen Blaine,7,22,643.43,24,75,30,133,0.6118,0.35025,112,6.962684363,0.785,0.67,0.827,0.73,,-1.6477661,0.122,1.0079594,0.745,-0.6398067,0.328,2.760248769,2.651110589
Radford,G,72,Senior,3,Jaylon Johnson,24,26,835.88,21,56,54,53,0.69343,0.32105,72,3.445470642,0.857,0.525,0.649,0.301,,1.4941022,0.691,-0.22532369,0.404,1.26877851,0.612,1.139821429,2.430347559
Gardner-Webb,G,72,Junior,2,Isaiah Hicks,1,4,6.58,0,1,0,2,0.5,0,1,6.079027356,0.634,0,0.074,0.638,,,,,,,,#N/A,#N/A
Gardner-Webb,G,70,Senior,35,Bo Barber,0,15,120.66,1,10,6,9,0.53846,0,6,1.989060169,0.698,0,0.186,0.144,,,,,,,,#N/A,#N/A
Radford,G,78,Junior,13,Bradley Land,0,6,14.04,1,2,0,0,0,,-1,-2.849002849,0,0,0.009,0.013,,,,,,,,#N/A,#N/A
Winthrop,G,77,Senior,11,Kody Clouet,31,31,930.88,36,27,26,117,0.71575,0.4067,152,6.531454108,0.874,0.873,0.929,0.685,,3.8477436,0.942,0.11012928,0.507,3.95787288,0.868,3.014510673,2.256376094
Radford,G,78,Junior,11,"Dennis Parker, Jr.",29,29,880.19,51,70,44,121,0.4,0.37333,146,6.634931094,0.505,0.766,0.916,0.695,,1.150869,0.633,0.44091082,0.604,1.59177982,0.649,3.550604242,2.138370475
Radford,G,80,Sophomore,5,Mari Jordan,7,29,378,26,16,12,43,0.34409,0.28125,65,6.878306878,0.433,0.373,0.61,0.72,,0.20466611,0.45,-0.13558054,0.435,0.06908557,0.438,4.108684453,3.16413473
Longwood,G,79,Senior,23,Elijah Jones,2,25,431.71,33,16,17,55,0.23438,0.33333,89,8.246276436,0.304,0.567,0.732,0.831,,0.8321019,0.577,0.3219568,0.567,1.1540587,0.596,4.496271623,2.846487678
Gardner-Webb,G,78,Junior,10,Curtis Williams,20,23,479.55,14,21,12,50,0.5,0.28788,55,4.58763424,0.634,0.4,0.548,0.453,,-1.7246293,0.115,-1.6275008,0.073,-3.3521301,0.053,3.614947,4.011953
High Point,G,72,Junior,9,Conrad Martinez,1,31,709.75,7,37,46,36,0.53769,0.3271,52,2.930609369,0.698,0.548,0.532,0.238,,2.8371582,0.872,-0.026816536,0.47,2.810341664,0.781,1.030298217,2.082573555
Longwood,G,75,Junior,1,Jacoi Hutchinson,29,29,837.87,25,52,40,75,0.22183,0.2381,88,4.201129053,0.292,0.263,0.727,0.402,,0.88054123,0.583,0.088484905,0.5,0.969026135,0.569,1.604532095,1.785925683
Radford,G,77,Junior,24,Lukas Walls,24,29,706.19,17,29,26,50,0.67424,0.46067,64,3.625086733,0.842,0.944,0.606,0.323,,1.3483857,0.667,-0.91302398,0.21,0.43536172,0.493,2.493929328,3.017191432
Gardner-Webb,G,72,Junior,25,Ace Talbert,26,29,731.76,2,25,30,52,0.68041,0.26515,59,3.225101126,0.847,0.332,0.574,0.272,,-1.6379252,0.122,-1.3798869,0.113,-3.0178121,0.073,1.658512568,3.582908487
USC Upstate,G,75,Sophomore,24,Chico Johnson,0,7,37.32,1,2,1,4,0.16667,1,4,4.287245445,0.244,0.989,0.161,0.41,,,,,,,,#N/A,#N/A
Gardner-Webb,G,76,Junior,9,Paul Lindberg,1,7,11.99,1,0,0,2,0.33333,1,3,10.00834028,0.412,0.989,0.139,0.921,,,,,,,,#N/A,#N/A
UNC Asheville,G,74,Junior,24,Corey Jones,0,15,104.48,1,2,0,6,0.72727,0.125,5,1.91424196,0.88,0.144,0.175,0.138,,,,,,,,#N/A,#N/A
UNC Asheville,G,77,Freshman,11,Jakel Powell,0,7,69.45,0,1,3,5,0.76923,0.3,7,4.031677466,0.906,0.433,0.198,0.379,,,,,,,,#N/A,#N/A
Charleston So.,G,73,Senior,2,Jaquias Franklin,2,21,304.82,0,28,9,28,0.59722,0.30233,9,1.181024867,0.767,0.447,0.218,0.097,,-1.2133982,0.18,-0.84417493,0.233,-2.05757313,0.152,1.13672109,2.066181043
Longwood,G,76,Junior,4,Emanuel Richards,28,29,764.05,25,44,28,69,0.33921,0.32468,78,4.083502389,0.428,0.538,0.681,0.385,,-1.7964371,0.105,-1.1796859,0.157,-2.976123,0.077,2.820971792,3.733716077
Longwood,G,74,Junior,24,Jaylen Benard,0,29,572.77,30,28,18,73,0.64324,0.32773,93,6.494753566,0.81,0.55,0.752,0.682,,-0.17270644,0.373,-0.67580408,0.281,-0.84851052,0.3,3.555409415,3.406291925
Winthrop,G,76,Senior,8,Cam Christy,0,5,7.13,1,1,0,0,0,,0,0,0,0,0.022,0.022,,,,,,,,#N/A,#N/A
USC Upstate,G,70,Junior,21,CJ Rich,1,1,4.97,0,1,0,0,,,-1,-8.048289738,0,0,0.009,0.005,,,,,,,,#N/A,#N/A
Winthrop,G,71,Junior,22,Henry Harrison,0,5,6.79,0,2,0,0,1,0,-2,-11.7820324,0.965,0,0.003,0.002,,,,,,,,#N/A,#N/A
High Point,G,70,Senior,3,Rob Martin,30,30,830.45,13,49,47,45,0.37892,0.28571,56,2.697332771,0.48,0.382,0.555,0.21,,3.2323039,0.908,-0.081807379,0.453,3.150496521,0.814,1.151353942,1.840587877
Charleston So.,G,72,Senior,8,Luke Williams,15,17,534.08,9,20,10,40,0.58865,0.38554,39,2.920910725,0.757,0.814,0.44,0.237,,1.9556707,0.77,-0.7479029,0.258,1.2077678,0.604,1.725391834,2.382960538
Presbyterian,G,75,Junior,12,Carl Parrish,30,30,1039.91,9,50,22,78,0.4774,0.40828,59,2.269427162,0.609,0.877,0.574,0.168,,1.0673171,0.62,-0.9272287,0.208,0.1400884,0.448,1.972818183,2.446876551
Gardner-Webb,G,80,Junior,21,Ahmadou Ndiaye,0,8,40.4,2,7,1,4,0.4,0.5,0,0,0.505,0.953,0.022,0.022,,,,,,,,#N/A,#N/A
Winthrop,G,78,Sophomore,5,Braylhan Thomas,0,4,25.64,1,0,0,2,0.33333,0.25,3,4.680187207,0.412,0.279,0.139,0.463,,,,,,,,#N/A,#N/A
Gardner-Webb,G,74,Sophomore,6,Jacob Hudson,16,26,707.33,36,45,34,62,0.21719,0.22917,87,4.919910084,0.288,0.247,0.723,0.493,,-1.0030291,0.216,-1.1833925,0.156,-2.1864216,0.137,2.698828832,2.448300853
Gardner-Webb,G,72,Sophomore,12,Cameron Gales,0,8,13.19,0,0,0,1,0.5,0.5,1,3.032600455,0.634,0.953,0.074,0.25,,,,,,,,#N/A,#N/A
Gardner-Webb,G,75,Sophomore,23,Colin Hawkins,28,28,762.83,20,61,27,33,0.19231,0.225,19,0.99629013,0.265,0.242,0.298,0.092,,-3.4072229,0.011,-2.4378398,0.012,-5.8450627,0.003,1.413626286,2.941351495
Winthrop,G,76,Senior,3,Josh Meo,0,31,557.44,17,21,12,55,0.48344,0.30137,63,4.520665901,0.617,0.444,0.599,0.442,,-0.019144809,0.403,-1.028677,0.188,-1.047821809,0.273,2.637427885,4.306187833
Radford,G,75,Sophomore,10,Del Jones,29,29,942.97,16,86,23,92,0.31591,0.30075,45,1.908862424,0.396,0.443,0.482,0.138,,0.090382572,0.424,-0.88967986,0.218,-0.799297288,0.307,2.112581071,1.755330927
Presbyterian,G,77,Sophomore,4,Josh Pickett,25,30,824.14,11,45,10,34,0.71053,0.34259,10,0.48535443,0.869,0.639,0.228,0.078,,-0.84393733,0.245,-1.9489855,0.042,-2.79292283,0.089,1.723622734,3.542374764
Winthrop,G,80,Sophomore,25,Seifeldin Hendawy,2,31,489.25,35,30,10,89,0.38776,0.19298,104,8.502810424,0.493,0.189,0.798,0.847,,-0.7291811,0.268,0.39442435,0.591,-0.33475675,0.377,4.251410768,3.906618827
Presbyterian,G,73,Sophomore,11,Erik Taylor,4,5,107.28,2,4,2,7,0.59091,0.15385,7,2.609992543,0.759,0.158,0.198,0.2,,,,,,,,#N/A,#N/A
High Point,G,75,Sophomore,35,David Fonville,0,8,21.65,1,0,3,1,0.2,0,5,9.237875289,0.269,0,0.175,0.892,,,,,,,,#N/A,#N/A
UNC Asheville,G,79,Sophomore,3,Kameron Taylor,27,29,1035.53,39,76,25,107,0.30913,0.29545,95,3.669618456,0.386,0.42,0.761,0.33,,1.4815877,0.689,-0.18669397,0.416,1.29489373,0.616,2.454975811,1.254712378
UNC Asheville,G,73,Sophomore,1,Julian Clarke,0,23,224.41,2,8,8,10,0.84615,0.36364,12,2.138942115,0.945,0.727,0.244,0.158,,,,,,,,#N/A,#N/A
USC Upstate,G,78,Senior,2,Isaiah Skinner,8,29,574.12,16,30,27,61,0.7377,0.33333,74,5.155716575,0.887,0.567,0.66,0.522,,-0.59576182,0.296,0.86014385,0.708,0.26438203,0.463,2.52673169,3.200657188
USC Upstate,G,76,Sophomore,4,Carmelo Adkins,15,29,908.8,30,62,30,114,0.50613,0.30303,112,4.929577465,0.661,0.45,0.827,0.494,,-0.057219749,0.398,-0.76783666,0.253,-0.825056409,0.303,2.876270378,2.91587597
