teamMarket,Pos,HEIGHT,CLASS YR,jerseyNum,fullName,GS,GP,MP,ORB,TOV,STL,DRB,3PAr,3P%,extra_poss,extra_poss_per_40,3PAr %ile,3P% %ile,extra_poss_perc,extra_poss_per_40_perc,status,OBPR,OBPR_perct,DBPR,DBPR_perct,BPR,BPR_perct,Position,Role
East Carolina,G,74,Sophomore,4,Tybo Bailey,14,19,437.04,7,24,14,35,0.60169,0.28169,32,2.928793703,0.773,0.375,0.394,0.237,,-2.64743,0.036,-0.077775749,0.455,-2.725205749,0.093,2.413285065,4.356653005
Tulane,G,77,Sophomore,1,Josiah Moore,1,29,376.9,15,17,16,42,0.19318,0.17647,56,5.943221014,0.266,0.177,0.555,0.622,,-1.1279029,0.193,0.76682501,0.684,-0.36107789,0.371,3.116859187,3.379363749
Wichita St.,G,77,Freshman,4,TJ Williams,15,29,657.01,51,32,20,85,0.06417,0.08333,124,7.549352369,0.174,0.127,0.864,0.783,,2.580013,0.846,0.12479461,0.511,2.70480761,0.769,3.026101349,2.761940185
Memphis,G,75,Sophomore,5,Curtis Givens III,14,24,611.91,14,38,20,36,0.50838,0.37363,32,2.091810887,0.663,0.767,0.394,0.152,,1.334023,0.665,-0.86617114,0.226,0.46785186,0.496,1.742098751,2.467223002
East Carolina,G,73,Sophomore,2,Isaiah Mbeng,6,30,687.85,12,51,25,50,0.66429,0.25806,36,2.093479683,0.827,0.318,0.418,0.153,,-0.9984276,0.216,-0.68763344,0.276,-1.68606104,0.191,1.309667431,2.811431681
Temple,G,77,Sophomore,25,Aiden Tobiason,30,30,1065.21,14,41,36,100,0.42994,0.34074,109,4.093089626,0.55,0.63,0.816,0.387,,2.7052372,0.859,-0.48783193,0.332,2.21740527,0.716,2.176167588,2.332940458
Tulane,G,75,Sophomore,9,KJ Greene,1,29,434.54,5,27,16,25,0.36842,0.22857,19,1.748975929,0.462,0.246,0.298,0.126,,0.56926614,0.525,-0.55257477,0.312,0.01669137,0.43,1.400400126,2.419734582
North Texas,G,74,Sophomore,4,Je'Shawn Stevenson,29,29,944.82,24,50,55,79,0.5267,0.29954,108,4.572299486,0.683,0.433,0.813,0.45,,1.7945487,0.743,1.6362527,0.867,3.4308014,0.833,2.024971299,1.915972772
Charlotte,G,77,Senior,10,Damoni Harrison,0,26,509,12,23,5,40,0.76571,0.41791,34,2.671905697,0.905,0.9,0.407,0.206,,2.6330854,0.851,-1.5167053,0.09,1.1163801,0.591,2.84333021,2.281974547
Charlotte,G,75,Senior,5,Major Freeman,22,28,479.77,9,24,14,46,0.57047,0.35294,45,3.751797736,0.733,0.681,0.482,0.343,,0.62747418,0.534,-0.61305478,0.297,0.0144194,0.429,2.189648476,3.047114308
Fla. Atlantic,G,79,Freshman,3,Amar Amkou,1,22,260.49,18,17,7,19,0.44186,0.34211,27,4.146032477,0.563,0.637,0.358,0.394,,0.90358612,0.591,-0.50367154,0.326,0.39991458,0.487,3.090663522,3.235656243
Fla. Atlantic,G,74,Freshman,4,Liam Dayco-Green,0,6,12.68,0,2,1,1,0.85714,0.66667,0,0,0.948,0.981,0.022,0.022,,,,,,,,#N/A,#N/A
Wichita St.,G,77,Sophomore,5,Brian Amuneke,0,30,241.25,3,6,10,16,0.64103,0.32,23,3.813471503,0.807,0.52,0.33,0.351,,,,,,,,#N/A,#N/A
UTSA,G,73,Senior,8,LJ Brown,2,16,197.59,10,9,14,13,0.83333,0.28571,28,5.668303052,0.939,0.382,0.365,0.586,,,,,,,,#N/A,#N/A
Charlotte,G,76,Senior,2,Dezayne Mingo,12,29,773.09,18,55,28,74,0.43798,0.38053,65,3.363127191,0.559,0.793,0.61,0.29,,3.5423761,0.926,0.14636409,0.518,3.68874019,0.848,1.163218236,1
Fla. Atlantic,G,77,Sophomore,2,Isaiah Elohim,28,28,794.81,26,24,16,87,0.34572,0.35484,105,5.284281778,0.434,0.69,0.802,0.537,,0.73917969,0.556,0.31796901,0.565,1.0571487,0.584,2.916865975,3.484105229
Charlotte,G,77,Sophomore,3,Ben Bradford,30,30,824.81,30,57,28,78,0.30769,0.26136,79,3.831185364,0.383,0.326,0.687,0.355,,0.55271651,0.523,-0.18275143,0.417,0.36996508,0.481,2.421210324,2.612293919
Memphis,G,76,Sophomore,15,Julius Thedford,17,26,535.36,56,25,27,74,0.28758,0.34091,132,9.862522415,0.363,0.63,0.886,0.915,,1.1746404,0.638,1.0736547,0.759,2.2482951,0.72,4.025409632,3.271771062
North Texas,G,76,Junior,10,Cole Franklin,20,29,722.27,43,29,36,82,0.34459,0.23529,132,7.310285627,0.433,0.257,0.886,0.765,,-1.1967525,0.183,0.80066095,0.691,-0.39609155,0.366,3.265665836,3.890396834
Temple,G,75,Senior,10,Masiah Gilyard,2,29,512.73,53,16,14,67,0.54135,0.33333,118,9.205624793,0.702,0.567,0.844,0.89,,1.590182,0.708,-1.2274768,0.144,0.3627052,0.479,4.201126867,4.123044491
Temple,G,81,Freshman,2,Ayuba Bryant Jr.,2,25,203.26,8,8,8,30,0.03704,0,38,7.478106858,0.152,0,0.432,0.777,,,,,,,,#N/A,#N/A
Temple,G,76,Freshman,7,Cam Wallace,0,18,109.27,2,3,2,8,0.62963,0.29412,9,3.294591379,0.799,0.414,0.218,0.28,,,,,,,,#N/A,#N/A
East Carolina,G,72,Junior,5,Corey Caulker,25,30,925.25,5,45,22,66,0.50403,0.328,48,2.075114834,0.658,0.551,0.505,0.15,,0.12450414,0.432,-0.79293905,0.246,-0.66843491,0.324,1.214887726,2.38014697
East Carolina,G,78,Freshman,10,Patrick D'Arcy,0,20,135.22,4,0,5,7,0.92857,0.23077,16,4.733027659,0.961,0.247,0.277,0.471,,,,,,,,#N/A,#N/A
Wichita St.,G,71,Junior,3,Dre Kindell,0,30,541.73,15,27,21,34,0.2406,0.34375,43,3.175013383,0.309,0.643,0.47,0.267,,2.5659934,0.844,0.80206137,0.692,3.36805477,0.83,1.193094531,1.443117001
UAB,G,74,Sophomore,7,Ari Gooch,0,16,127.3,9,6,11,11,0.39286,0.18182,25,7.855459544,0.499,0.18,0.345,0.806,,,,,,,,#N/A,#N/A
UAB,G,76,Freshman,5,Salim London,12,30,582.84,9,20,24,58,0.43609,0.27586,71,4.872692334,0.557,0.36,0.643,0.487,,-0.31622368,0.345,0.9228015,0.723,0.60657782,0.516,2.042614757,3.63513488
Rice,G,76,Freshman,7,Bodey Howell,0,23,229.15,2,8,6,10,0.58108,0.37209,10,1.745581497,0.747,0.762,0.228,0.126,,,,,,,,#N/A,#N/A
Rice,G,74,Freshman,1,Cam Carroll,23,29,684.68,17,49,26,55,0.57292,0.27273,49,2.862651166,0.739,0.349,0.511,0.231,,-0.35142689,0.339,0.12005962,0.51,-0.23136727,0.393,1.870724427,3.200209329
Tulsa,G,75,Freshman,2,Jaylen Lawal,0,29,378.07,10,21,9,47,0.49342,0.34667,45,4.761023091,0.628,0.656,0.482,0.476,,3.160805,0.902,-0.052889846,0.462,3.107915154,0.811,2.468185682,2.758715581
Tulsa,G,77,Junior,0,Ade Popoola,29,29,809.56,20,36,40,92,0.73478,0.43787,116,5.731508474,0.886,0.927,0.838,0.597,,2.8524181,0.873,0.88252279,0.713,3.73494089,0.85,2.568641911,3.748485815
Tulsa,G,77,Freshman,8,Leon Sifferlin,0,8,25.09,0,1,1,3,0.81818,0.44444,3,4.782781985,0.934,0.932,0.139,0.478,,,,,,,,#N/A,#N/A
Charlotte,G,75,Freshman,44,Raúl Villar,1,29,360.63,15,18,16,33,0.4,0.26923,46,5.102182292,0.505,0.341,0.49,0.516,,,,,,,,#N/A,#N/A
UTSA,G,77,Freshman,0,Dorian Hayes,21,24,739.43,5,33,19,39,0.78173,0.33117,30,1.622871671,0.914,0.566,0.379,0.118,,-1.2101813,0.18,-2.0836401,0.032,-3.2938214,0.058,1.659335251,3.122055717
Fla. Atlantic,G,77,Freshman,5,Yohann Sissoko,0,23,245.66,9,23,4,26,0.36957,0.52941,16,2.605226736,0.465,0.975,0.277,0.2,,,,,,,,#N/A,#N/A
Fla. Atlantic,G,79,Freshman,11,Josiah Parker,6,28,619.17,51,35,18,122,0.10648,0.08696,156,10.07800766,0.203,0.13,0.936,0.924,,0.54269723,0.519,0.19070128,0.531,0.73339851,0.532,4.098548388,3.21050959
South Fla.,G,73,Freshman,9,Gavin Hightower,0,23,206.33,5,26,15,28,0.09091,0.2,22,4.265012359,0.19,0.191,0.322,0.408,,,,,,,,#N/A,#N/A
South Fla.,G,77,Freshman,21,Adriel Nyorha,1,24,260.38,12,30,12,28,0.34146,0.32143,22,3.379675858,0.429,0.525,0.322,0.292,,0.62848542,0.535,-0.56988717,0.308,0.05859825,0.436,1.869510742,2.342787913
North Texas,G,75,Junior,2,Cahmai Crosby,0,29,274.32,10,7,4,19,0.84,0.34921,26,3.791192768,0.943,0.665,0.351,0.349,,-1.112501,0.196,0.04043704,0.488,-1.07206396,0.268,2.842248394,4.005365205
North Texas,G,75,Freshman,6,EJ Horton,0,26,250.87,7,17,17,24,0.45763,0.18519,31,4.942799059,0.586,0.185,0.387,0.497,,,,,,,,#N/A,#N/A
North Texas,G,77,Freshman,11,Curtis Stinson Jr.,0,28,227.52,3,14,10,21,0.11111,0,20,3.516174402,0.205,0,0.307,0.31,,,,,,,,#N/A,#N/A
Rice,G,71,Senior,14,Presley Patterson,0,1,1.15,0,0,0,0,,,0,0,0,0,0.022,0.022,,,,,,,,#N/A,#N/A
Tulane,G,70,Sophomore,13,Joseph Teich,0,3,3.22,0,0,0,0,,,0,0,0,0,0.022,0.022,,,,,,,,#N/A,#N/A
Tulsa,G,74,Sophomore,7,Cal Conroy,0,5,8.73,0,0,0,0,1,0,0,0,0.965,0,0.022,0.022,,,,,,,,#N/A,#N/A
Tulane,G,73,Junior,34,Jake Shapiro,0,4,4.45,0,0,0,0,1,1,0,0,0.965,0.989,0.022,0.022,,,,,,,,#N/A,#N/A
East Carolina,G,74,Freshman,6,Ladontae Felton,0,3,6.65,0,0,0,0,0.5,0,0,0,0.634,0,0.022,0.022,,,,,,,,#N/A,#N/A
Temple,G,76,Senior,13,Connor Gal,0,4,7.67,0,0,0,0,0.4,0,0,0,0.505,0,0.022,0.022,,,,,,,,#N/A,#N/A
Tulane,G,78,Freshman,15,Robert Moore,0,4,8.37,0,0,0,0,1,0.2,0,0,0.965,0.191,0.022,0.022,,,,,,,,#N/A,#N/A
Georgetown,G,76,Senior,25,Jeremiah Williams,4,31,602.37,16,40,25,44,0.17763,0.40741,45,2.988196623,0.253,0.875,0.482,0.245,,1.1014344,0.627,0.91266401,0.722,2.01409841,0.698,1.572874671,2.668326688
Villanova,G,77,Senior,5,Devin Askew,2,31,712.17,20,37,35,59,0.57813,0.42568,77,4.324810087,0.743,0.911,0.676,0.415,,2.7686935,0.865,1.7799395,0.883,4.548633,0.906,2.188735146,2.531560163
Seton Hall,G,76,Senior,14,A.J. Staton-McCray,31,31,847.81,20,41,48,77,0.47401,0.33548,104,4.906759769,0.605,0.615,0.798,0.492,,1.6972955,0.73,2.5725147,0.953,4.2698102,0.889,2.583819171,2.82970879
UConn,G,73,Senior,9,Alec Millender,0,13,48.86,3,3,3,1,0.7,0.14286,4,3.2746623,0.861,0.151,0.161,0.278,,,,,,,,#N/A,#N/A
UConn,G,72,Senior,0,Malachi Smith,0,31,461.93,13,28,19,34,0.35294,0.47222,38,3.290541857,0.442,0.949,0.432,0.279,,2.0847096,0.787,1.741819,0.879,3.8265286,0.858,1.300404956,3.050063179
Providence,F,6'5,Junior,10,Rich Barron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,potential,,,,,,,#N/A,#N/A
Providence,G,6'5,Senior,2,Jaylin Sellers,31,31,916.75,31,54,25,93,0.45288,0.43931,95,4.14507772,0.579,0.928,0.761,0.393,potential,4.3919533,0.964,-0.57898588,0.306,3.81296742,0.856,2.782992399,2.059106979
Providence,G,6'4,Senior,14,"Corey Floyd, Jr.",18,22,588.78,18,35,13,76,0.34483,0.38,72,4.891470498,0.434,0.791,0.649,0.491,potential,2.6428928,0.852,-0.30946355,0.382,2.33342925,0.731,2.599744056,3.153110783
Xavier,G,77,Senior,7,Isaiah Walker,1,30,505.89,28,9,16,54,0.49533,0.41509,89,7.037102928,0.632,0.892,0.732,0.738,,1.493557,0.69,-0.009012679,0.474,1.484544321,0.637,3.169410144,3.970889372
Georgetown,G,77,Senior,13,Langston Love,1,19,243.32,4,7,3,31,0.57692,0.26667,31,5.096169653,0.742,0.333,0.387,0.515,,,,,,,,#N/A,#N/A
Creighton,G,78,Senior,4,Josh Dix,31,31,1015.23,15,37,27,99,0.53433,0.3352,104,4.097593649,0.694,0.614,0.798,0.388,,3.0833225,0.895,1.1851194,0.782,4.2684419,0.889,2.392361685,3.206030687
St. John's (NY),G,73,Junior,0,Dylan Darling,9,29,592.59,10,31,39,61,0.5102,0.33333,79,5.33252333,0.666,0.567,0.687,0.541,,2.9551096,0.885,3.5446964,0.987,6.499806,0.967,1.62354759,2.502239923
Marquette,G,77,Senior,2,Chase Ross,31,31,1019.59,16,68,70,112,0.35227,0.29032,130,5.100089252,0.441,0.406,0.879,0.515,,1.550073,0.7,2.7771085,0.963,4.3271815,0.894,2.056077186,2.28894384
Marquette,G,70,Junior,22,Sean Jones,3,8,170.18,0,12,8,11,0.58333,0.32143,7,1.645316723,0.749,0.525,0.198,0.119,,,,,,,,#N/A,#N/A
Creighton,G,74,Senior,5,Nik Graves,19,31,829.19,16,50,32,76,0.48016,0.28926,74,3.569748791,0.613,0.404,0.66,0.316,,3.552464,0.926,0.75069589,0.683,4.30315989,0.892,1.429216927,1.829333256
Butler,G,77,Senior,8,Yame Butler,2,30,418.23,10,20,13,28,0.38,0.28947,31,2.964875786,0.482,0.404,0.387,0.241,,1.161216,0.635,-0.1360655,0.434,1.0251505,0.58,2.22980967,3.021170912
DePaul,G,79,Senior,11,CJ Gunn,23,31,858.07,35,61,35,81,0.45135,0.32934,90,4.195461909,0.577,0.559,0.737,0.401,,0.8815322,0.583,1.6770604,0.872,2.5585926,0.753,3.016659798,2.77713081
Xavier,G,77,Senior,1,Malik Messina-Moore,31,31,1027.67,17,46,34,74,0.51408,0.32192,79,3.074917045,0.67,0.529,0.687,0.255,,2.1989944,0.804,0.28409334,0.556,2.48308774,0.747,1.737857029,3.016246119
St. John's (NY),G,77,Senior,4,Oziyah Sellers,30,31,916.71,16,22,18,77,0.47232,0.35156,89,3.883452782,0.604,0.676,0.732,0.361,,2.7350663,0.861,1.3087973,0.813,4.0438636,0.876,2.468037532,3.528453658
Xavier,G,75,Senior,0,Roddie Anderson III,5,31,736.49,16,39,43,87,0.37662,0.2931,107,5.811348423,0.476,0.413,0.81,0.608,,0.083018312,0.423,0.64383121,0.657,0.726849522,0.531,2.170037124,3.247633985
Seton Hall,G,78,Junior,22,Elijah Fisher,31,31,654.71,33,25,30,61,0.22222,0.23684,99,6.048479479,0.292,0.262,0.779,0.634,,0.42499587,0.496,2.7836555,0.963,3.20865137,0.819,3.319161433,3.789671997
Butler,G,74,Senior,2,Jalen Jackson,6,6,135.22,7,18,8,14,0.11628,0.4,11,3.253956515,0.209,0.849,0.234,0.275,,,,,,,,#N/A,#N/A
DePaul,G,75,Junior,5,RJ Smith,22,31,856.76,13,34,20,63,0.62105,0.30508,62,2.894626266,0.791,0.458,0.593,0.234,,1.0770118,0.623,1.2882028,0.809,2.3652146,0.733,2.195333822,3.541982719
Butler,G,76,Junior,11,Finley Bizjack,30,30,1014.02,17,52,22,50,0.51087,0.34574,37,1.459537287,0.667,0.653,0.425,0.11,,3.7970458,0.939,-0.11560416,0.441,3.68144164,0.848,1.747733804,2.20631226
Xavier,G,74,Junior,9,Mier Panoam,0,7,39.86,0,3,0,6,0.125,0,3,3.010536879,0.214,0,0.139,0.247,,,,,,,,#N/A,#N/A
Seton Hall,G,75,Sophomore,23,Mike Williams III,29,31,643.75,11,33,33,70,0.44898,0.34091,81,5.033009709,0.573,0.63,0.697,0.508,,0.13743384,0.434,1.7868833,0.884,1.92431714,0.689,2.297596675,3.157899846
UConn,G,76,Junior,2,Silas Demary Jr.,31,31,902.49,28,75,51,113,0.2987,0.42029,117,5.185653027,0.375,0.905,0.842,0.524,,5.9513099,0.993,3.3391208,0.983,9.2904307,0.995,1.378230971,1.007477145
Georgetown,G,76,Junior,5,KJ Lewis,27,28,840.7,33,62,59,111,0.31532,0.30476,141,6.708695135,0.395,0.458,0.908,0.702,,2.4677599,0.834,3.2946936,0.982,5.7624535,0.951,2.473670677,2.506456114
Marquette,G,76,Junior,5,Tre Norman,0,29,242.14,17,21,16,23,0.18,0.11111,35,5.781779136,0.254,0.139,0.413,0.604,,,,,,,,#N/A,#N/A
UConn,G,75,Junior,1,Solo Ball,30,30,888.76,26,37,14,76,0.61562,0.30732,79,3.55551555,0.788,0.468,0.687,0.314,,3.658375,0.933,1.2298204,0.79,4.8881954,0.922,2.787558144,3.494171855
DePaul,G,74,Junior,2,Layden Blocker,29,31,895.76,20,67,51,56,0.35986,0.29808,60,2.679289095,0.452,0.43,0.58,0.208,,1.0087215,0.611,2.3889943,0.942,3.3977158,0.831,1.495904689,2.535081406
Georgetown,G,77,Junior,1,DeShawn Harris-Smith,0,6,98.5,5,4,4,10,0.1,0,15,6.091370558,0.197,0,0.27,0.639,,,,,,,,#N/A,#N/A
Butler,G,78,Sophomore,7,"Jamie Kaiser, Jr.",28,29,843.09,40,21,36,89,0.51364,0.34513,144,6.832010817,0.67,0.651,0.912,0.715,,1.8455035,0.751,0.98358948,0.738,2.82909298,0.782,2.782484678,3.91192013
Georgetown,G,74,Junior,2,Malik Mack,31,31,995.43,11,60,29,77,0.47814,0.30286,57,2.290467436,0.609,0.45,0.561,0.17,,3.0971988,0.896,0.74797891,0.681,3.84517771,0.86,1.427803778,2.052291635
Creighton,G,75,Sophomore,12,Shane Thomas,0,16,62.15,5,4,3,7,0.18182,0,11,7.079646018,0.255,0,0.234,0.743,,,,,,,,#N/A,#N/A
Villanova,G,78,Junior,1,Zion Stanford,0,10,50.54,3,7,2,2,0.3,0,0,0,0.376,0,0.022,0.022,,,,,,,,#N/A,#N/A
Villanova,G,75,Sophomore,2,Bryce Lindsay,29,31,872.54,18,37,20,45,0.63608,0.34328,46,2.108785844,0.803,0.642,0.49,0.154,,3.2939855,0.912,0.2278853,0.54,3.5218708,0.841,2.012890405,3.273168788
Marquette,G,77,Junior,7,Zaide Lowery,9,11,254.51,14,13,12,18,0.49438,0.29545,31,4.872107186,0.63,0.42,0.387,0.487,,-0.045243756,0.4,0.78278088,0.687,0.737537124,0.533,2.4903541,3.532101322
Providence,G,6'1,Senior,1,Jason Edwards,13,23,610.71,4,41,19,61,0.4878,0.34286,43,2.816394033,0.622,0.639,0.47,0.225,potential,3.2113972,0.906,-0.13468327,0.435,3.07671393,0.808,1.667979657,1.609083263
Seton Hall,G,70,Junior,0,Adam Clark,31,31,943.04,16,80,62,72,0.12037,0.23077,70,2.96912114,0.212,0.247,0.638,0.242,,2.458945,0.832,2.7492745,0.962,5.2082195,0.937,1.18042602,1.011537475
Villanova,G,76,Junior,4,Tyler Perkins,31,31,912.93,50,25,37,120,0.49254,0.3697,182,7.974324428,0.628,0.753,0.966,0.814,,3.758377,0.938,1.9522582,0.902,5.7106352,0.95,3.548906719,3.071427286
Creighton,G,79,Sophomore,2,Blake Harper,14,31,575.24,32,40,16,87,0.30994,0.35849,95,6.605938391,0.387,0.709,0.761,0.691,,1.673963,0.723,0.71753404,0.674,2.39149704,0.737,3.568101616,2.818846724
DePaul,G,73,Sophomore,3,Nate Kasher,0,5,8.61,1,1,0,3,0,,3,13.93728223,0,0,0.139,0.981,,,,,,,,#N/A,#N/A
Seton Hall,G,73,Freshman,13,Trey Parker,0,30,462.34,19,34,26,59,0.328,0.19512,70,6.056149154,0.408,0.19,0.638,0.635,,-0.67431754,0.282,2.5067632,0.95,1.83244566,0.68,2.705049453,3.345826626
St. John's (NY),G,76,Sophomore,11,Ian Jackson,19,30,564.69,9,46,26,63,0.50847,0.35833,52,3.68343693,0.663,0.708,0.532,0.333,,2.7895007,0.868,1.6368883,0.867,4.426389,0.899,2.405701798,2.726666736
Providence,G,6'4,Sophomore,20,Nilavan Daniels,1,18,177.08,6,3,6,14,0.90909,0.45,23,5.195391913,0.959,0.939,0.33,0.526,potential,0.72,0.551,-0.87,0.225,-0.15,0.408,2.8,4.2
Providence,G,6'7,Sophomore,11,Ryan Mela,20,31,780.34,35,49,25,127,0.23944,0.31373,138,7.073839608,0.308,0.496,0.901,0.743,potential,1.8834845,0.758,0.5229735,0.625,2.406458,0.738,3.030848654,3.119758582
Butler,G,76,Sophomore,1,Evan Haywood,3,28,544.27,12,12,14,42,0.77604,0.36242,56,4.115604388,0.91,0.725,0.555,0.39,,1.0653811,0.62,-0.59419585,0.3,0.47118525,0.497,2.344703374,3.660095784
Villanova,G,76,Senior,14,Wade Chiddick,0,2,3.62,0,0,0,0,,,0,0,0,0,0.022,0.022,,,,,,,,#N/A,#N/A
Seton Hall,G,76,Sophomore,2,Tajuan Simpkins,2,31,793.99,16,33,36,72,0.4206,0.36735,91,4.58444061,0.536,0.744,0.741,0.451,,1.9634637,0.771,1.987865,0.907,3.9513287,0.868,2.598973886,2.910620013
Providence,G,6'1,Sophomore,3,Daquan Davis,0,3,27.66,0,1,1,1,0.5,0,1,1.446131598,0.634,0,0.074,0.109,potential,,,,,,,#N/A,#N/A
Villanova,G,78,Sophomore,7,Malachi Palmer,2,31,558.63,16,16,19,37,0.66981,0.35211,56,4.009809713,0.839,0.679,0.555,0.376,,1.7173697,0.733,0.78123377,0.686,2.49860347,0.749,2.651385167,4.253649287
Georgetown,G,78,Sophomore,22,Mason Moses,0,2,3.33,1,0,0,0,1,0,1,12.01201201,0.965,0,0.074,0.966,,,,,,,,#N/A,#N/A
Georgetown,G,76,Sophomore,45,Kayvaun Mulready,2,29,454.83,15,22,29,54,0.66406,0.32941,76,6.683815931,0.826,0.559,0.671,0.7,,0.96846365,0.601,0.58581898,0.64,1.55428263,0.644,2.505840326,3.342844409
Seton Hall,G,77,Sophomore,15,Jahseem Felton,0,3,41.69,0,1,2,4,0.5,0,5,4.797313504,0.634,0,0.175,0.479,,,,,,,,#N/A,#N/A
Creighton,G,78,Junior,7,Fedor Zugic,5,31,477.5,10,23,9,44,0.64341,0.3494,40,3.35078534,0.81,0.666,0.448,0.288,,0.87854923,0.583,-0.44466435,0.344,0.43388488,0.493,2.746306645,3.411542009
Creighton,G,76,Sophomore,9,Ty Davis,12,30,348.44,16,26,11,34,0.52778,0.21053,35,4.017908392,0.685,0.22,0.413,0.377,,-0.95750093,0.224,0.3925615,0.59,-0.56493943,0.339,2.402685612,4.099381295
Creighton,G,76,Sophomore,1,Austin Swartz,14,29,619.58,8,33,20,71,0.60377,0.3875,66,4.260950967,0.776,0.819,0.616,0.408,,2.1368626,0.796,0.098017409,0.503,2.234880009,0.718,2.571242153,2.496934259
St. John's (NY),G,77,Sophomore,31,Lefteris Liotopoulos,0,25,207.61,4,11,6,20,0.72308,0.34043,19,3.660709985,0.877,0.628,0.298,0.329,,,,,,,,#N/A,#N/A
St. John's (NY),G,77,Sophomore,3,Joson Sanon,14,31,659.98,15,35,16,67,0.49565,0.35088,63,3.818297524,0.632,0.672,0.599,0.352,,0.35355499,0.481,0.88164025,0.713,1.23519524,0.607,2.963540517,4.436120929
Xavier,G,75,Sophomore,3,All Wright,26,31,708.37,9,19,16,42,0.48876,0.42529,48,2.71044793,0.624,0.911,0.505,0.212,,2.9120525,0.882,-0.8016149,0.243,2.1104376,0.708,1.949970595,2.867610281
DePaul,G,75,Senior,0,Brandon Maclin,15,28,767.49,35,50,35,90,0.30901,0.30556,110,5.73297372,0.386,0.46,0.818,0.597,,2.2807238,0.813,1.9066564,0.897,4.1873802,0.883,2.666366998,2.28843174
Butler,G,78,Freshman,4,Efeosa Oliogu-Elabor,9,24,385.03,19,36,19,34,0.19792,0.10526,36,3.739968314,0.268,0.138,0.418,0.341,,-0.95886078,0.224,0.63956037,0.656,-0.31930041,0.38,1.884138076,3.243583986
Butler,G,74,Freshman,23,Azavier Robinson,15,22,402.07,11,42,32,31,0.3,0.43333,32,3.183525257,0.376,0.921,0.394,0.268,,1.6150661,0.713,1.8501422,0.892,3.4652083,0.836,1.320465147,2.109841076
UConn,G,78,Freshman,24,Braylon Mullins,20,24,648.79,21,27,26,60,0.639,0.36364,80,4.932258512,0.805,0.727,0.693,0.495,,2.8311821,0.871,2.5418355,0.951,5.3730176,0.941,2.886732557,3.506879436
Marquette,G,72,Freshman,0,Nigel James Jr.,28,31,905.15,23,87,58,85,0.27861,0.35714,79,3.491134066,0.352,0.699,0.687,0.308,,2.8248127,0.87,2.0789325,0.917,4.9037452,0.923,1.52244934,1
Marquette,G,76,Freshman,10,Adrien Stevens,22,31,809.48,24,31,45,53,0.6943,0.39552,91,4.49671394,0.858,0.839,0.741,0.439,,1.8878329,0.759,1.2147228,0.788,3.1025557,0.81,2.22201238,3.1482746
Providence,G,6'5,Freshman,4,Jaylen Harrell,0,6,54.87,3,0,1,1,0.6875,0.27273,5,3.644979041,0.853,0.349,0.175,0.326,potential,0.82,0.574,0.36,0.578,1.19,0.601,2.3,3.4
Providence,G,6'7,Freshman,7,Stefan Vaaks,20,29,902.62,14,58,26,57,0.67614,0.32773,39,1.728302054,0.844,0.55,0.44,0.125,potential,3.5911941,0.93,-0.50180047,0.327,3.08939363,0.81,1.625143601,2.382495062
St. John's (NY),G,76,Freshman,5,Kelvin Odih,0,10,55.59,12,5,3,7,0.06667,0,17,12.2324159,0.176,0,0.286,0.969,,,,,,,,#N/A,#N/A
Villanova,G,75,Freshman,0,Christian Jeffrey,0,20,165.55,3,5,12,18,0.30952,0.38462,28,6.765327696,0.387,0.807,0.365,0.708,,,,,,,,#N/A,#N/A
Creighton,G,79,Freshman,10,Hudson Greer,0,19,246.51,6,15,9,33,0.56338,0.4,33,5.354752343,0.725,0.849,0.399,0.545,,,,,,,,#N/A,#N/A
Villanova,G,74,Freshman,55,Acaden Lewis,31,31,943.76,13,67,61,85,0.28793,0.26882,92,3.899296431,0.363,0.341,0.747,0.364,,3.409717,0.918,2.1744256,0.925,5.5841426,0.947,1.084241054,1.553008215
DePaul,G,78,Freshman,22,Kruz McClure,3,27,495.77,4,38,20,35,0.64035,0.28767,21,1.694334066,0.807,0.4,0.315,0.122,,-1.6664365,0.12,0.51396318,0.623,-1.15247332,0.256,1.898617164,3.708965417
DePaul,G,74,Freshman,10,Ilija Milijasevic,0,16,117.83,0,4,7,7,1,0.35714,10,3.394721209,0.965,0.699,0.228,0.295,,,,,,,,#N/A,#N/A
Marquette,G,73,Senior,41,Jonah Lucas,0,4,2.36,0,1,0,1,,,0,0,0,0,0.022,0.022,,,,,,,,#N/A,#N/A
Villanova,G,78,Sophomore,15,Malcolm Flaggs,0,1,1.22,0,0,0,1,0,,1,32.78688525,0,0,0.074,0.997,,,,,,,,#N/A,#N/A
Seton Hall,G,73,Senior,41,David Gabriel,0,6,4.03,0,1,0,0,1,0,-1,-9.925558313,0.965,0,0.009,0.003,,,,,,,,#N/A,#N/A
Xavier,G,72,Senior,25,Michael Wolf,0,4,5.24,0,0,0,1,1,0,1,7.633587786,0.965,0,0.074,0.79,,,,,,,,#N/A,#N/A
Butler,G,73,Junior,3,Ethan McComb,0,6,7.25,0,0,1,0,0,,1,5.517241379,0,0,0.074,0.567,,,,,,,,#N/A,#N/A
Georgetown,G,74,Sophomore,30,Michael Van Raaphorst,0,3,2.85,0,0,0,0,1,0,0,0,0.965,0,0.022,0.022,,,,,,,,#N/A,#N/A
